test_index,true_class,bp_positive_probability,dfa_positive_probability,bp_prediction,dfa_prediction,bp_correct,dfa_correct,bp_raw_cam_min,bp_raw_cam_max,dfa_raw_cam_min,dfa_raw_cam_max,excluded,exclusion_reason,image_iou_top10,image_iou_top20,image_spearman,image_bp_constant,image_dfa_constant,image_bp_finite,image_dfa_finite,image_valid,native_iou_top10,native_iou_top20,native_spearman,native_bp_constant,native_dfa_constant,native_bp_finite,native_dfa_finite,native_valid
9509,1,0.9231050014,0.4114721715,1,0,True,False,-0.006242738105,0.006975274533,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
9510,1,0.9976722598,0.4114721715,1,0,True,False,-0.003524817526,0.009534498677,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
9511,0,0.4011518359,0.5431497693,0,1,True,False,-0.00595473405,0.007865051739,-0.01020553056,0.03185179457,False,,0.05794606999,0.1489096573,0.08322117221,False,False,True,True,True,0.05720823799,0.1510611735,0.08256485007,False,False,True,True,True
9512,1,0.8235229254,0.6097176671,1,1,True,True,-0.005455754697,0.01071533002,-0.004132165574,0.008043316193,False,,0.1641414141,0.1989596879,0.1632413721,False,False,True,True,True,0.1351351351,0.1881443299,0.1212518869,False,False,True,True,True
9513,0,0.0001562282559,0.4026201069,0,0,True,True,-0.01070164051,0.0006029879441,-0.003923382144,0.003884307807,False,,0.09306461174,0.1514205432,0.03925019804,False,False,True,True,True,0.08196721311,0.1162227603,0.04689972567,False,False,True,True,True
9514,1,0.9867488146,0.5879147053,1,1,True,True,-0.003196418751,0.01108949073,-0.003920367919,0.008307276294,False,,0.06037952846,0.1711654493,0.04120715012,False,False,True,True,True,0.05720823799,0.1730279898,0.03261835681,False,False,True,True,True
9515,1,0.9998194575,0.7036293149,1,1,True,True,-0.002398249228,0.01187972445,-0.003973451443,0.004851952661,False,,0.09958258795,0.165981663,0.0747143096,False,False,True,True,True,0.08962264151,0.1805377721,0.07577424108,False,False,True,True,True
9516,0,0.9365334511,0.5798103213,1,1,False,False,-0.004483195022,0.009997070767,-0.008621656336,0.01702142321,False,,0.1375694016,0.2264715663,0.1188362977,False,False,True,True,True,0.1351351351,0.2131578947,0.08824619304,False,False,True,True,True
9517,1,0.9745727777,0.6615916491,1,1,True,True,-0.006969003007,0.008820112795,-0.002877655439,0.005253768992,False,,0.022172949,0.09991052789,-0.10658486,False,False,True,True,True,0.03355704698,0.1028708134,-0.07211578689,False,False,True,True,True
9518,1,0.01509414893,0.2767730057,0,0,False,False,-0.009262515232,0.005676940084,-0.00702964142,0.007536044344,False,,0.1525,0.2413328846,0.2631633694,False,False,True,True,True,0.1351351351,0.2293333333,0.2200245843,False,False,True,True,True
9519,1,0.9997811913,0.7271072865,1,1,True,True,-0.003489810508,0.01353204995,-0.005097607616,0.007456590887,False,,0.03479236813,0.1299019608,0.3307348944,False,False,True,True,True,0.0289532294,0.1108433735,0.2753493499,False,False,True,True,True
9520,1,0.9999984503,0.6271899939,1,1,True,True,-0.008890066296,0.01533728838,-0.003654383356,0.008191749454,False,,0.08152492669,0.2163588391,0.5144694207,False,False,True,True,True,0.06451612903,0.1943005181,0.440150159,False,False,True,True,True
9521,1,0.9946472049,0.5859644413,1,1,True,True,-0.006235649809,0.01084893011,-0.004120217636,0.007152338047,False,,0.07022634939,0.1354679803,0.08271235406,False,False,True,True,True,0.06944444444,0.1354679803,0.07265867631,False,False,True,True,True
9522,1,0.9988740087,0.6732698083,1,1,True,True,-0.0070014433,0.01382211223,-0.005065494217,0.01660110615,False,,0.00875273523,0.08057427483,-0.1610003939,False,False,True,True,True,0.01538461538,0.09371293001,-0.09952970837,False,False,True,True,True
9523,1,0.1820379645,0.3828504384,0,0,False,False,-0.009345635772,0.006770888343,-0.001406432013,0.00107903406,False,,0.2139565504,0.2682255846,0.3804646792,False,False,True,True,True,0.2157894737,0.2770083102,0.32810867,False,False,True,True,True
9524,1,0.9999998808,0.6957239509,1,1,True,True,-0.004225157201,0.01764821634,-0.003337438917,0.00244372827,False,,0.05855338691,0.1923698674,0.3325468816,False,False,True,True,True,0.06944444444,0.1730279898,0.2868905507,False,False,True,True,True
9525,1,0.9626192451,0.4134939611,1,0,True,False,-0.004396441393,0.008466901258,-0.0007376420544,0.001054294524,False,,0.1432114073,0.2836756004,0.4017463422,False,False,True,True,True,0.1351351351,0.2699724518,0.3343580925,False,False,True,True,True
9526,0,7.391535473e-05,0.2645710111,0,0,True,True,-0.005973536521,0.003236720804,-0.006523261312,0.008054015227,False,,0.07084785134,0.1866151866,0.02739924655,False,False,True,True,True,0.06944444444,0.2931276297,0.04999795039,False,False,True,True,True
9527,1,0.9363752007,0.3873375952,1,0,True,False,-0.003148292657,0.005619830918,-0.006690547336,0.00495328987,False,,0.07209302326,0.1141993958,-0.00157539265,False,False,True,True,True,0.06944444444,0.1121833534,-0.01010567374,False,False,True,True,True
9528,1,0.8479830623,0.709736824,1,1,True,True,-0.005375936627,0.006410260685,-0.005560190417,0.0067198365,False,,0.0418079096,0.1453416149,0.2652719836,False,False,True,True,True,0.05963302752,0.156838143,0.2064205844,False,False,True,True,True
9529,1,0.9999217987,0.7209184766,1,1,True,True,-0.007329767104,0.01398555562,-0.003353453474,0.002267240081,False,,0.06037952846,0.1121833534,0.009569876237,False,False,True,True,True,0.06697459584,0.1162227603,0.03237072206,False,False,True,True,True
9530,1,0.96571064,0.5113549829,1,1,True,True,-0.004035907798,0.008351149969,-0.004102317616,0.005609839689,False,,0.01822197681,0.1098405056,0.09860117083,False,False,True,True,True,0.0289532294,0.1121833534,0.1087391544,False,False,True,True,True
9531,1,0.9983906746,0.4425331354,1,0,True,False,-0.007283592597,0.01077415887,-0.001267221523,0.00160703063,False,,0.1737746658,0.3885542169,0.437579868,False,False,True,True,True,0.1637279597,0.3440233236,0.4160872192,False,False,True,True,True
9532,1,0.6809393167,0.4213903546,1,0,True,False,-0.004858760629,0.009019222111,-0.0007554757176,0.00397398835,False,,0.04891922639,0.1226788432,0.09969053204,False,False,True,True,True,0.04288939052,0.1368680641,0.08592334081,False,False,True,True,True
9533,1,0.03239678591,0.2514106333,0,0,False,False,-0.005820406601,0.004545461386,-0.006204194855,0.008680707775,False,,0.1081730769,0.1492676846,0.002674274895,False,False,True,True,True,0.08705882353,0.1271393643,0.02518179956,False,False,True,True,True
9534,1,1,0.836869657,1,1,True,True,-0.005709816702,0.01759259403,-0.00424880255,0.006717884913,False,,0.02330743618,0.05855338691,-0.09167316525,False,False,True,True,True,0.0243902439,0.06466512702,-0.07550393816,False,False,True,True,True
9535,1,0.9397203326,0.3475244939,1,0,True,False,-0.003931084648,0.005194798112,-0.002768216189,0.002824862488,False,,0.1223371881,0.1824302661,0.1490682306,False,False,True,True,True,0.1105769231,0.1641414141,0.1143986647,False,False,True,True,True
9536,1,0.8302583098,0.512226522,1,1,True,True,-0.003287038766,0.008003959432,-0.004007354844,0.01161548775,False,,0.05794606999,0.153942428,0.1480386592,False,False,True,True,True,0.05239179954,0.153942428,0.1271459169,False,False,True,True,True
9537,1,0.9541171789,0.4114721715,1,0,True,False,-0.004249604419,0.008282188326,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
9538,1,0.9851551652,0.4573700726,1,0,True,False,-0.008336044848,0.01466497127,-0.00385030196,0.008849500678,False,,0.02501389661,0.09371293001,0.191292935,False,False,True,True,True,0.03125,0.09501187648,0.1859192769,False,False,True,True,True
9539,1,0.1915182769,0.3816145658,0,0,False,False,-0.00673294859,0.00608318951,-0.001298755524,0.001176819205,False,,0.1347692308,0.1850899743,0.1481027277,False,False,True,True,True,0.1379310345,0.1866151866,0.1522933168,False,False,True,True,True
9540,1,0.9700927138,0.4114721715,1,0,True,False,-0.00445938576,0.005648927297,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
9541,0,3.319797543e-06,0.2323324978,0,0,True,True,-0.007153611165,0.001222875318,-0.007047776133,0.01246832963,False,,0.04121964992,0.1354679803,-0.05597913849,False,False,True,True,True,0.05,0.234270415,-0.01535279565,False,False,True,True,True
9542,1,0.9227609038,0.6690241694,1,1,True,True,-0.006215210073,0.01002152823,-0.005579209886,0.008190604858,False,,0.03131991051,0.1008955224,0.00625193049,False,False,True,True,True,0.03125,0.1081730769,0.01489669693,False,False,True,True,True
9543,1,0.006486739032,0.3990132511,0,0,False,False,-0.00531543605,0.002698793076,-0.001059138449,0.0005905073485,False,,0.06589595376,0.1553884712,0.1916337144,False,False,True,True,True,0.06451612903,0.2005208333,0.1090036872,False,False,True,True,True
9544,1,0.5058736801,0.7140758634,1,1,True,True,-0.01088231057,0.009375645779,-0.004123017192,0.004577644169,False,,0.08534432019,0.2024779915,0.1185962499,False,False,True,True,True,0.08450704225,0.1805377721,0.1073416017,False,False,True,True,True
9545,1,1,0.9180135727,1,1,True,True,-0.005795142613,0.02832036093,-0.005722082686,0.005375055596,False,,0.02273987798,0.1209726444,0.1660606623,False,False,True,True,True,0.02212389381,0.1189320388,0.1457635111,False,False,True,True,True
9546,1,1,0.789306283,1,1,True,True,-0.008723817766,0.02672776952,-0.00383896078,0.00694555603,False,,0.0104109589,0.1428571429,0.1651428623,False,False,True,True,True,0.01094091904,0.1285189718,0.1350479876,False,False,True,True,True
9547,1,0.9996634722,0.633500278,1,1,True,True,-0.006639636122,0.01370317116,-0.005386897363,0.01155959256,False,,0.06960556845,0.1586553566,0.08920879742,False,False,True,True,True,0.07192575406,0.1553884712,0.06783056536,False,False,True,True,True
9548,1,0.169020921,0.3014848828,0,0,False,False,-0.005180173554,0.006270757411,-0.006028683856,0.01317492686,False,,0.07647402218,0.1312883436,-0.02013169491,False,False,True,True,True,0.07943925234,0.1396786156,-0.01384239071,False,False,True,True,True
9549,0,0.1035970375,0.3812133968,0,0,True,True,-0.004104238003,0.007508327253,-0.0009626754909,0.000835581508,False,,0.07521865889,0.1285189718,0.02476808953,False,False,True,True,True,0.07192575406,0.1095066185,0.02114156909,False,False,True,True,True
9550,1,0.001028319588,0.2733558416,0,0,False,False,-0.008445020765,0.00157513516,-0.01720165461,0.01241050288,False,,0.1048532055,0.1667193926,0.07136692188,False,False,True,True,True,0.09219858156,0.1230207065,0.04245912952,False,False,True,True,True
9551,1,0.999992013,0.7572419047,1,1,True,True,-0.00555784395,0.01812812313,-0.003331169952,0.004992095754,False,,0.05011389522,0.1121833534,0.2624915647,False,False,True,True,True,0.05,0.1121833534,0.2154303793,False,False,True,True,True
9552,1,0.08685970306,0.5016819835,0,1,False,True,-0.005754412152,0.006147584878,-0.002880197018,0.004553706851,False,,0.1230207065,0.1619407687,0.117107032,False,False,True,True,True,0.1079136691,0.1656131479,0.0776787863,False,False,True,True,True
9553,1,0.9654965997,0.5873504877,1,1,True,True,-0.005612338893,0.008258521557,-0.004449583124,0.01182331331,False,,0.04298642534,0.0989272944,-0.02614398424,False,False,True,True,True,0.05,0.08726415094,-0.02396118755,False,False,True,True,True
9554,1,0.9999960661,0.7327594757,1,1,True,True,-0.00592928566,0.01856190711,-0.002188641112,0.003007826163,False,,0.03595505618,0.1365177196,0.1931706999,False,False,True,True,True,0.03355704698,0.1340713407,0.1741722774,False,False,True,True,True
9555,1,0.4375659525,0.2530519664,0,0,False,False,-0.004669668153,0.007488911971,-0.01594266482,0.01300411392,False,,0.01207464325,0.07553222514,-0.07814517925,False,False,True,True,True,0.0289532294,0.1095066185,-0.04155913403,False,False,True,True,True
9556,1,0.9998144507,0.6997706294,1,1,True,True,-0.003853728063,0.01253930107,-0.00495999679,0.008573222905,False,,0.06528018486,0.2032626427,0.3060734528,False,False,True,True,True,0.05963302752,0.1943005181,0.2623843286,False,False,True,True,True
9557,1,0.9573438764,0.6424105167,1,1,True,True,-0.005902285688,0.007982706651,-0.003343863413,0.007115513086,False,,0.03074343208,0.08726415094,-0.1398265663,False,False,True,True,True,0.03587443946,0.08854781582,-0.1311590834,False,False,True,True,True
9558,1,0.8685950637,0.3954875767,1,0,True,False,-0.005694292486,0.009332511574,-0.002768519102,0.004257461987,False,,0.07647402218,0.1579277865,0.06584009597,False,False,True,True,True,0.07192575406,0.1525,0.04898787531,False,False,True,True,True
9559,1,1,0.813041389,1,1,True,True,-0.009926080704,0.02096713334,-0.00472482387,0.0105807893,False,,0.05552375501,0.1071750225,0.005279162293,False,False,True,True,True,0.06206896552,0.1081730769,-0.007904237847,False,False,True,True,True
9560,0,0.002841316164,0.2355554998,0,0,True,True,-0.003231576644,-0.0002572645317,-0.009932539426,0.01151159406,True,image_bp_constant_after_relu;native_bp_constant_after_relu,,,,True,False,True,True,False,,,,True,False,True,True,False
9561,1,1,0.7553200722,1,1,True,True,-0.01194582507,0.02796977758,-0.004464750178,0.007995005697,False,,0.04416761042,0.1517801374,0.268961479,False,False,True,True,True,0.04761904762,0.1354679803,0.2204042214,False,False,True,True,True
9562,1,1,0.7404514551,1,1,True,True,-0.002994686132,0.03652789444,-0.005728747696,0.00874389708,False,,0.03189703414,0.1281737534,0.05205844913,False,False,True,True,True,0.03587443946,0.1312883436,0.05199480076,False,False,True,True,True
9563,1,0.9999865294,0.7166129351,1,1,True,True,-0.007825594395,0.01920272782,-0.002871254925,0.003430346493,False,,0.06651243493,0.1337227175,0.1571349818,False,False,True,True,True,0.06697459584,0.1354679803,0.1456790541,False,False,True,True,True
9564,1,0.9999929667,0.5591804385,1,1,True,True,-0.006966438144,0.02019832283,-0.004831229337,0.01211617701,False,,0.08279506753,0.2346836291,0.2153786261,False,False,True,True,True,0.09478672986,0.2147562582,0.1821989126,False,False,True,True,True
9565,1,0.9062420726,0.4095371664,1,0,True,False,-0.004997778684,0.008488474414,-0.001594598289,0.0009423757438,False,,0.0154185022,0.08598351001,-0.1309254222,False,False,True,True,True,0.0289532294,0.09112426036,-0.08219711725,False,False,True,True,True
9566,0,0.01527477801,0.3568896055,0,0,True,True,-0.008784822188,0.00600480102,-0.001888099592,0.001876371447,False,,0.06160046056,0.09729247248,-0.04307758048,False,False,True,True,True,0.06697459584,0.09501187648,-0.02407110215,False,False,True,True,True
9567,0,0.0007915458991,0.216608882,0,0,True,True,-0.004723209422,0.002508284291,-0.005002665333,0.006772770546,False,,0.03537338574,0.07899356349,-0.08122406285,False,False,True,True,True,0.04761904762,0.3041018388,-0.01477887589,False,False,True,True,True
9568,1,0.9999997616,0.7709193826,1,1,True,True,-0.005494078621,0.01970371604,-0.004174829926,0.005708871875,False,,0.06160046056,0.1503431067,0.3436156771,False,False,True,True,True,0.05479452055,0.1510611735,0.2894983301,False,False,True,True,True
9569,1,0.9911438227,0.4505629241,1,0,True,False,-0.004338273313,0.01210846007,-0.003176952945,0.006137038115,False,,0.2013029316,0.3209169054,0.2509213149,False,False,True,True,True,0.1696202532,0.302259887,0.2189210452,False,False,True,True,True
9570,1,0.5602560043,0.3980047703,1,0,True,False,-0.005208546761,0.009818797931,-0.001567870611,0.001346521894,False,,0.1008955224,0.1689381933,-0.05974255699,False,False,True,True,True,0.09478672986,0.1670886076,0.003625656806,False,False,True,True,True
9571,1,0.999217391,0.4640375078,1,0,True,False,-0.00566126965,0.01335282624,-0.006553387735,0.0155435279,False,,0.1319828115,0.2976776918,0.3271654795,False,False,True,True,True,0.1052631579,0.3004231312,0.3023177035,False,False,True,True,True
9572,1,0.4804252982,0.4079859555,0,0,False,False,-0.005428720266,0.008213032037,-0.002967411187,0.002096030861,False,,0.03421200224,0.1299019608,0.1670973397,False,False,True,True,True,0.06944444444,0.1354679803,0.1230398254,False,False,True,True,True
9573,1,0.9358204007,0.4084670842,1,0,True,False,-0.003659322625,0.005636162125,-0.002089104149,0.001504020882,False,,0.1943005181,0.312455516,0.224786834,False,False,True,True,True,0.1876606684,0.275242047,0.2200782508,False,False,True,True,True
9574,1,0.9947595,0.6926186681,1,1,True,True,-0.005199632607,0.01225821115,-0.005603940226,0.006304031704,False,,0.1670886076,0.3294881038,0.3665137832,False,False,True,True,True,0.1492537313,0.3115220484,0.3373925228,False,False,True,True,True
9575,1,0.9997400641,0.6062931418,1,1,True,True,-0.003773481119,0.01427161507,-0.005056942813,0.007466963492,False,,0.1237050579,0.157564344,0.02141393237,False,False,True,True,True,0.1079136691,0.1425030979,-0.004556216102,False,False,True,True,True
9576,1,0.05655475333,0.3801503778,0,0,False,False,-0.008849400096,0.009818135761,-0.001176900347,0.001141460263,False,,0.08790560472,0.1805377721,0.1787268247,False,False,True,True,True,0.08196721311,0.1715374841,0.1597496637,False,False,True,True,True
9577,1,1,0.6963475347,1,1,True,True,-0.009978665039,0.02610577643,-0.00489497371,0.004453624599,False,,0.03305322129,0.1582914573,0.1339634185,False,False,True,True,True,0.03125,0.156838143,0.1268004964,False,False,True,True,True
9578,1,0.9998605251,0.6446566582,1,1,True,True,-0.005431558006,0.01409569941,-0.004174156114,0.008576124907,False,,0.05431675243,0.153220763,0.1469831583,False,False,True,True,True,0.04761904762,0.1525,0.1273037275,False,False,True,True,True
9579,1,1,0.8121288419,1,1,True,True,-0.004461075645,0.02478019334,-0.00555177452,0.01096298825,False,,0.08215962441,0.1439205955,0.3454125908,False,False,True,True,True,0.06944444444,0.1354679803,0.2789708185,False,False,True,True,True
9580,1,0.9902307391,0.8172269464,1,1,True,True,-0.008173570968,0.00943727605,-0.004414540716,0.006700155325,False,,0.153220763,0.1877616747,0.08132660903,False,False,True,True,True,0.1295843521,0.1850899743,0.05212301197,False,False,True,True,True
9581,1,0.8292902112,0.4114721715,1,0,True,False,-0.003691548016,0.008357284591,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
9582,0,0.001662449911,0.1858993024,0,0,True,True,-0.005943595897,0.0003333683417,-0.01758535393,0.01668041572,False,,0.1230207065,0.1481942715,-0.017418649,False,False,True,True,True,0.1,0.3420669578,0.009167087069,False,False,True,True,True
9583,1,0.2465073168,0.5090894699,0,1,False,True,-0.006022367626,0.007151725236,-0.002804892138,0.003825796302,False,,0.06466512702,0.1550266207,-0.007801187047,False,False,True,True,True,0.06944444444,0.1453416149,-0.0160815529,False,False,True,True,True
9584,1,0.6671887636,0.3875547349,1,0,True,False,-0.0130751878,0.01038808189,-0.004413650371,0.003214018419,False,,0.05552375501,0.1002386635,-0.2084489369,False,False,True,True,True,0.06697459584,0.09761904762,-0.1067332777,False,False,True,True,True
9585,1,1,0.7305949926,1,1,True,True,-0.006599009037,0.02399849333,-0.002154489979,0.002442077734,False,,0.06651243493,0.1499844091,0.08027723008,False,False,True,True,True,0.05239179954,0.1354679803,0.06553204385,False,False,True,True,True
9586,1,0.8147650361,0.4114721715,1,0,True,False,-0.007057317533,0.008867291734,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
9587,1,0.9984494448,0.678740263,1,1,True,True,-0.00496898964,0.0118611427,-0.003471034113,0.005388964433,False,,0.08152492669,0.1904454487,0.1771584358,False,False,True,True,True,0.08450704225,0.1835686778,0.1374161714,False,False,True,True,True
9588,0,9.760333342e-06,0.2508173287,0,0,True,True,-0.007372946478,0.002195635578,-0.006428056862,0.007669222075,False,,0.1061787642,0.2056227525,0.1014588544,False,False,True,True,True,0.09478672986,0.2442645074,0.07251941094,False,False,True,True,True
9589,1,0.9780253768,0.6815271974,1,1,True,True,-0.003662875388,0.006998363882,-0.004222837742,0.005732348654,False,,0.08470588235,0.1481942715,0.1190328357,False,False,True,True,True,0.06451612903,0.1216545012,0.07317335624,False,False,True,True,True
9590,1,0.08189169317,0.3783049285,0,0,False,False,-0.008709111251,0.005444439594,-0.009852779098,0.007689118851,False,,0.02901785714,0.1189320388,0.04905968298,False,False,True,True,True,0.04288939052,0.1368680641,0.02578304406,False,False,True,True,True
9591,1,0.9973304272,0.7537210584,1,1,True,True,-0.004641628824,0.01507008541,-0.003720928682,0.004672288895,False,,0.1919844861,0.3558823529,0.4125994953,False,False,True,True,True,0.1876606684,0.3285302594,0.3514042961,False,False,True,True,True
9592,1,0.9999992847,0.7043013573,1,1,True,True,-0.005074867047,0.01719236746,-0.00260563381,0.003597708885,False,,0.1216545012,0.2079921389,0.3370894052,False,False,True,True,True,0.1,0.1974025974,0.280778724,False,False,True,True,True
9593,0,0.02024678327,0.4053661823,0,0,True,True,-0.006947623566,0.00474960776,-0.0009853149531,0.001171093201,False,,0.08983451537,0.1715374841,0.1850789261,False,False,True,True,True,0.08962264151,0.1553884712,0.1069583389,False,False,True,True,True
9594,1,0.289276123,0.3724314272,0,0,False,False,-0.006571661215,0.008634503931,-0.001303025987,0.001144537237,False,,0.1446306642,0.1752708732,0.1076564624,False,False,True,True,True,0.1186440678,0.1582914573,0.09268987606,False,False,True,True,True
9595,0,0.7384114861,0.4156273603,1,0,False,True,-0.007433007006,0.01340674516,-0.004016447347,0.009486581199,False,,0.05977011494,0.101224246,-0.1323576533,False,False,True,True,True,0.05,0.1095066185,-0.1296835936,False,False,True,True,True
9596,0,0.08261819929,0.2496679276,0,0,True,True,-0.006254155189,0.004122041166,-0.01651842892,0.01267811097,False,,0.0154185022,0.06251800634,-0.01736371122,False,False,True,True,True,0.03125,0.06098964327,-0.04412607311,False,False,True,True,True
9597,0,0.01602635719,0.2793511748,0,0,True,True,-0.007601637859,0.003245266387,-0.007414401509,0.01110113598,False,,0.03421200224,0.09209357418,0.01763085754,False,False,True,True,True,0.03820224719,0.09371293001,0.02204613919,False,False,True,True,True
9598,1,0.9732211828,0.3914931417,1,0,True,False,-0.008120698854,0.01459050365,-0.001768714166,0.001437936677,False,,0.06160046056,0.1414422779,0.06610228374,False,False,True,True,True,0.06451612903,0.1582914573,0.0772336677,False,False,True,True,True
9599,1,0.999471724,0.6042612791,1,1,True,True,-0.004409619141,0.01401667669,-0.004430799279,0.009617019445,False,,0.06282420749,0.2139565504,0.2979352998,False,False,True,True,True,0.06206896552,0.2052287582,0.2636957809,False,False,True,True,True
9600,0,0.8919695616,0.6541085243,1,1,False,False,-0.007712064311,0.008165352046,-0.004121630453,0.007840944454,False,,0.08919078559,0.2264715663,0.2892960875,False,False,True,True,True,0.08196721311,0.224435591,0.2390473076,False,False,True,True,True
9601,0,0.001788302674,0.1672838777,0,0,True,True,-0.005903654266,0.000488228834,-0.02406546287,0.02417612448,False,,0.1088394468,0.1347692308,-0.02553126434,False,False,True,True,True,0.08705882353,0.2493224932,-0.02499307088,False,False,True,True,True
9602,0,0.01213022228,0.205035314,0,0,True,True,-0.01031756587,0.002793298103,-0.02706035785,0.02285538986,False,,0.05371428571,0.1685678074,0.08257313704,False,False,True,True,True,0.06451612903,0.3598820059,0.04973072643,False,False,True,True,True
9603,1,0.8303034306,0.6273015141,1,1,True,True,-0.00366108655,0.004763749428,-0.002879437059,0.003097429173,False,,0.02729805014,0.07240476883,-0.258674916,False,False,True,True,True,0.04054054054,0.07710280374,-0.2426943759,False,False,True,True,True
9604,0,0.01858973503,0.4114721715,0,0,True,True,-0.00562851131,0.005761463195,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
9605,0,0.001125212875,0.3507929146,0,0,True,True,-0.00887852069,0.0008606058545,-0.005472318269,0.004565623589,False,,0.1340713407,0.201694363,0.02067656682,False,False,True,True,True,0.1186440678,0.1453416149,0.002110212141,False,False,True,True,True
9606,0,0.0001487434201,0.2156894058,0,0,True,True,-0.006016164087,0.002257693093,-0.003176539438,0.005725247785,False,,0.1028708134,0.2099737533,0.08647869773,False,False,True,True,True,0.115942029,0.3362318841,0.05761176903,False,False,True,True,True
9607,0,0.001994122285,0.1477086544,0,0,True,True,-0.005753466859,-7.664718578e-05,-0.0283247903,0.0248631686,True,image_bp_constant_after_relu;native_bp_constant_after_relu,,,,True,False,True,True,False,,,,True,False,True,True,False
9608,0,0.03748332337,0.3858570158,0,0,True,True,-0.006902683061,0.00502769649,-0.006840024609,0.004789254162,False,,0.04239683437,0.1041916168,0.08885388484,False,False,True,True,True,0.03820224719,0.1081730769,0.0534120263,False,False,True,True,True
9609,0,0.001677570748,0.1833355129,0,0,True,True,-0.004960888997,0.0002031564363,-0.02633994631,0.02297023498,False,,0.1257631258,0.156838143,-0.04569746025,False,False,True,True,True,0.1,0.3823088456,-0.02233158553,False,False,True,True,True
9610,0,0.1299590617,0.4032568634,0,0,True,True,-0.005763554014,0.005214080215,-0.001361079747,0.001032159664,False,,0.02844394869,0.0733410943,-0.1352350314,False,False,True,True,True,0.0243902439,0.08854781582,-0.05901575804,False,False,True,True,True
9611,0,0.001173352823,0.1735046506,0,0,True,True,-0.006527267862,-0.0009355568909,-0.02535209246,0.02227370627,True,image_bp_constant_after_relu;native_bp_constant_after_relu,,,,True,False,True,True,False,,,,True,False,True,True,False
9612,0,0.1091648117,0.6516795158,0,1,True,False,-0.01507978328,0.005852028262,-0.002498121001,0.004847824108,False,,0.1055155875,0.1873792659,0.2085357041,False,False,True,True,True,0.08962264151,0.1641414141,0.1284223591,False,False,True,True,True
9613,0,0.2257445753,0.3732310832,0,0,True,True,-0.005343062803,0.01142202318,-0.002571858233,0.002094841097,False,,0.04239683437,0.1041916168,-0.1467643059,False,False,True,True,True,0.05,0.09112426036,-0.07386884818,False,False,True,True,True
9614,0,0.1525677294,0.4114721715,0,0,True,True,-0.00747695379,0.00480683241,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
9615,0,0.02447326668,0.3194550574,0,0,True,True,-0.01013951935,0.003534721211,-0.01213452592,0.01258251537,False,,0.05977011494,0.1421492722,0.03748792314,False,False,True,True,True,0.08450704225,0.1189320388,0.02883807921,False,False,True,True,True
9616,0,0.07741187513,0.4114721715,0,0,True,True,-0.006773867644,0.004839767702,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
9617,0,0.2306977212,0.4114721715,0,0,True,True,-0.006127339788,0.006026604678,0,0,True,image_dfa_constant_after_relu;native_dfa_constant_after_relu,,,,False,True,True,True,False,,,,False,True,True,True,False
9618,0,0.04526638985,0.2157529891,0,0,True,True,-0.004748876672,0.004833243787,-0.008840117604,0.009866857901,False,,0.03189703414,0.09306461174,0.009156507484,False,False,True,True,True,0.0289532294,0.1467661692,-0.02721547488,False,False,True,True,True
9619,0,0.002475306159,0.2029961646,0,0,True,True,-0.005671467166,0.001452845288,-0.0137196146,0.01668764837,False,,0.05011389522,0.135118498,-0.1098437943,False,False,True,True,True,0.05963302752,0.2699724518,-0.05463802166,False,False,True,True,True
9620,0,0.03361253068,0.3702154458,0,0,True,True,-0.005854865536,0.003822721541,-0.001739111729,0.002325861249,False,,0.08406819518,0.1464096985,-0.005771075279,False,False,True,True,True,0.09219858156,0.1285189718,0.03091087818,False,False,True,True,True
9621,0,0.2321387529,0.3908630013,0,0,True,True,-0.00770701468,0.01278529689,-0.002146572107,0.001458804589,False,,0.08919078559,0.1432114073,0.06203069409,False,False,True,True,True,0.08705882353,0.1700507614,0.05698090777,False,False,True,True,True
9622,0,0.2288422287,0.5570822358,0,1,True,False,-0.01018594392,0.007386499085,-0.008833488449,0.02688801847,False,,0.06651243493,0.1162227603,-0.06615889283,False,False,True,True,True,0.06697459584,0.1216545012,-0.05837623151,False,False,True,True,True
9623,0,0.000809181307,0.6914585233,0,1,True,False,-0.009890759364,0.001792597119,-0.00546108745,0.01386247016,False,,0.06774753909,0.2501694915,0.06079700148,False,False,True,True,True,0.1186440678,0.1835686778,0.03612406482,False,False,True,True,True
